Name,Furniture Type,Material,Color,Feel,Is_Accessory,Dimensions (cm)
Premium Pine Chair Model 9951,Chair,Pine,Mahogany,Mid-Century,TRUE,198x177x73
Modern Teak Wardrobe Model 5305,Wardrobe,Teak,Natural,Mid-Century,FALSE,40x70x63
Vintage Teak Nightstand Model 8015,Nightstand,Teak,Mahogany,Traditional,TRUE,62x25x155
Deluxe Bamboo Nightstand Model 9827,Nightstand,Bamboo,Brown,Traditional,FALSE,156x78x141
Aluminum Sofa Model 1971,Sofa,Aluminum,Espresso,Bohemian,TRUE,189x43x73
Oak Cabinet Model 7434,Cabinet,Oak,Blue,Industrial,FALSE,170x116x106
Steel Armchair Model 7600,Armchair,Steel,Cream,Modern,FALSE,187x104x126
Wicker Recliner Model 2526,Recliner,Wicker,Yellow,Japanese,FALSE,172x180x188
Premium Teak Nightstand Model 7516,Nightstand,Teak,Black,Contemporary,TRUE,136x78x92
Wicker Wardrobe Model 3139,Wardrobe,Wicker,Beige,Traditional,FALSE,97x184x22
Vintage Steel Chair Model 1266,Chair,Steel,Cream,Mid-Century,FALSE,126x10x119
Deluxe Oak Stool Model 5945,Stool,Oak,Walnut Finish,Scandinavian,TRUE,177x102x74
Wicker Bed Model 1848,Bed,Wicker,Cream,Scandinavian,FALSE,195x189x69
Modern Plywood Dining Table Model 1017,Dining Table,Plywood,Black,Modern,TRUE,161x67x142
Wood Armchair Model 2975,Armchair,Wood,Natural,Minimalist,FALSE,187x43x132
Eco Glass Bed Model 2678,Bed,Glass,Green,Modern,FALSE,45x107x44
Steel Cabinet Model 1138,Cabinet,Steel,Beige,Traditional,TRUE,122x99x194
Plywood Stool Model 7745,Stool,Plywood,Mahogany,Scandinavian,FALSE,65x32x35
Pine Cabinet Model 7291,Cabinet,Pine,Black,Traditional,FALSE,90x45x73
Plywood Bookshelf Model 5668,Bookshelf,Plywood,Black,Industrial,TRUE,178x87x62
Oak Stool Model 1894,Stool,Oak,Green,Rustic,TRUE,136x108x38
Fabric Dresser Model 2163,Dresser,Fabric,Cream,Traditional,TRUE,102x91x43
Teak Coffee Table Model 7895,Coffee Table,Teak,Oak Finish,Traditional,TRUE,130x28x14
Wood Bed Model 1652,Bed,Wood,Brown,Industrial,FALSE,139x83x170
Leather Dining Table Model 2350,Dining Table,Leather,Mahogany,Bohemian,TRUE,81x31x89
Bamboo Bed Model 3545,Bed,Bamboo,Walnut Finish,Industrial,FALSE,160x172x176
Modern Plastic Bed Model 4909,Bed,Plastic,Mahogany,Bohemian,FALSE,39x126x166
Vintage Plastic Chair Model 2956,Chair,Plastic,Cream,Scandinavian,TRUE,51x137x98
Aluminum Bookshelf Model 5403,Bookshelf,Aluminum,Blue,Scandinavian,TRUE,17x95x119
Bamboo Bookshelf Model 2262,Bookshelf,Bamboo,Black,Rustic,FALSE,24x137x155
Wicker Desk Model 2685,Desk,Wicker,White,Rustic,TRUE,68x199x140
Eco Wood Table Model 5006,Table,Wood,Oak Finish,Japanese,FALSE,48x55x19
Glass Dining Table Model 7819,Dining Table,Glass,Blue,Industrial,FALSE,79x29x156
Corner Steel Nightstand Model 3938,Nightstand,Steel,Beige,Japanese,TRUE,112x27x129
Slim Pine Wardrobe Model 6362,Wardrobe,Pine,Oak Finish,Rustic,TRUE,104x61x84
Oak Wardrobe Model 8600,Wardrobe,Oak,Yellow,Industrial,FALSE,60x197x149
Eco Aluminum Dresser Model 1391,Dresser,Aluminum,Natural,Bohemian,TRUE,95x10x178
Compact Teak Coffee Table Model 2703,Coffee Table,Teak,Mahogany,Rustic,FALSE,135x25x46
Steel Bookshelf Model 9515,Bookshelf,Steel,Natural,Industrial,FALSE,127x31x158
Bamboo Sofa Model 2226,Sofa,Bamboo,White,Bohemian,TRUE,121x179x43
Plastic Dresser Model 7438,Dresser,Plastic,Brown,Minimalist,FALSE,91x125x79
Vintage Steel Dresser Model 2785,Dresser,Steel,Gray,Scandinavian,FALSE,129x90x114
Deluxe Bamboo Sofa Model 8404,Sofa,Bamboo,Blue,Industrial,TRUE,33x50x185
Eco Teak Wardrobe Model 1660,Wardrobe,Teak,Mahogany,Traditional,TRUE,33x192x73
Vintage Leather Nightstand Model 5896,Nightstand,Leather,Beige,Japanese,TRUE,113x125x152
Classic Steel Dresser Model 3290,Dresser,Steel,Red,Modern,TRUE,43x60x112
Plywood Nightstand Model 5240,Nightstand,Plywood,Cream,Modern,TRUE,15x26x60
Slim Pine Armchair Model 6432,Armchair,Pine,White,Modern,TRUE,53x156x120
Compact Fabric Coffee Table Model 7990,Coffee Table,Fabric,Natural,Bohemian,TRUE,80x81x124
Wood Cabinet Model 5026,Cabinet,Wood,Yellow,Traditional,FALSE,115x150x132
Steel Chair Model 3248,Chair,Steel,Brown,Bohemian,TRUE,171x149x14
Pine Coffee Table Model 8859,Coffee Table,Pine,Mahogany,Minimalist,FALSE,98x154x138
Compact Leather Bench Model 1427,Bench,Leather,Brown,Scandinavian,TRUE,81x24x130
Compact Pine Nightstand Model 3615,Nightstand,Pine,Yellow,Industrial,FALSE,146x198x24
Marble Dresser Model 6813,Dresser,Marble,Oak Finish,Bohemian,TRUE,55x70x161
Pine Bench Model 1462,Bench,Pine,Mahogany,Minimalist,FALSE,155x154x46
Slim Teak Stool Model 9882,Stool,Teak,Espresso,Mid-Century,TRUE,33x24x69
Extendable Wood Dresser Model 1011,Dresser,Wood,Beige,Mid-Century,TRUE,43x97x193
Extendable Walnut Desk Model 1975,Desk,Walnut,Espresso,Minimalist,TRUE,38x144x103
Eco Wicker Bed Model 2655,Bed,Wicker,Mahogany,Bohemian,TRUE,50x197x121
Extendable Plywood Recliner Model 6846,Recliner,Plywood,Blue,Scandinavian,TRUE,106x88x197
Aluminum Wardrobe Model 7415,Wardrobe,Aluminum,White,Japanese,TRUE,56x164x91
Modern Plywood Dresser Model 9129,Dresser,Plywood,Yellow,Modern,TRUE,98x91x52
Compact Teak Bed Model 8317,Bed,Teak,Mahogany,Minimalist,TRUE,187x27x99
Pine Bookshelf Model 1788,Bookshelf,Pine,Black,Japanese,FALSE,52x115x136
Wicker Coffee Table Model 2661,Coffee Table,Wicker,Beige,Bohemian,TRUE,51x125x28
Plastic Chair Model 5278,Chair,Plastic,Natural,Minimalist,TRUE,97x53x106
Extendable Oak Desk Model 2525,Desk,Oak,Black,Contemporary,FALSE,190x17x120
Eco Marble Desk Model 3573,Desk,Marble,Walnut Finish,Bohemian,TRUE,58x114x188
Premium Plywood Bookshelf Model 4891,Bookshelf,Plywood,Brown,Rustic,FALSE,49x23x102
Classic Leather Table Model 8869,Table,Leather,Black,Rustic,TRUE,53x173x84
Fabric Bed Model 6052,Bed,Fabric,Oak Finish,Modern,FALSE,135x179x77
Plywood Bed Model 4029,Bed,Plywood,Beige,Bohemian,FALSE,104x57x124
Deluxe Plastic Chair Model 5315,Chair,Plastic,Red,Mid-Century,TRUE,48x188x180
Steel Sofa Model 9871,Sofa,Steel,Cream,Minimalist,TRUE,151x25x109
Bamboo Dining Table Model 4860,Dining Table,Bamboo,Cream,Mid-Century,TRUE,111x192x18
Steel Cabinet Model 3832,Cabinet,Steel,Espresso,Mid-Century,TRUE,64x59x42
Leather Chair Model 4308,Chair,Leather,Black,Bohemian,TRUE,162x76x91
Steel Bed Model 7510,Bed,Steel,Green,Contemporary,FALSE,143x127x13
Steel Dining Table Model 3428,Dining Table,Steel,Green,Scandinavian,TRUE,37x154x35
Slim Teak Wardrobe Model 7732,Wardrobe,Teak,Beige,Minimalist,FALSE,19x54x80
Eco Aluminum Coffee Table Model 7581,Coffee Table,Aluminum,Yellow,Traditional,TRUE,22x200x131
Walnut Bookshelf Model 6535,Bookshelf,Walnut,Blue,Japanese,FALSE,89x81x135
Teak Sofa Model 5923,Sofa,Teak,Gray,Scandinavian,FALSE,92x78x196
Marble Dining Table Model 4079,Dining Table,Marble,Cream,Modern,FALSE,199x134x142
Corner Teak Nightstand Model 3604,Nightstand,Teak,Natural,Contemporary,FALSE,44x144x155
Slim Aluminum Table Model 1944,Table,Aluminum,Gray,Industrial,TRUE,102x190x60
Wicker Bookshelf Model 9275,Bookshelf,Wicker,Oak Finish,Mid-Century,TRUE,184x17x71
Fabric Nightstand Model 3909,Nightstand,Fabric,Yellow,Mid-Century,FALSE,160x151x99
Premium Aluminum Nightstand Model 2480,Nightstand,Aluminum,Oak Finish,Rustic,TRUE,51x156x64
Plywood Dresser Model 5408,Dresser,Plywood,Gray,Industrial,TRUE,184x12x131
Extendable Plywood Cabinet Model 1138,Cabinet,Plywood,White,Traditional,FALSE,192x191x174
Leather Bookshelf Model 6713,Bookshelf,Leather,Walnut Finish,Bohemian,TRUE,129x87x183
Marble Coffee Table Model 9380,Coffee Table,Marble,Black,Japanese,FALSE,153x175x162
Deluxe Plastic Wardrobe Model 8892,Wardrobe,Plastic,Cream,Modern,FALSE,80x76x177
Glass Wardrobe Model 4937,Wardrobe,Glass,White,Contemporary,FALSE,179x91x184
Premium Oak Cabinet Model 5843,Cabinet,Oak,Natural,Mid-Century,FALSE,109x198x19
Wicker Stool Model 9759,Stool,Wicker,Mahogany,Industrial,FALSE,181x101x139
Slim Teak Wardrobe Model 3967,Wardrobe,Teak,White,Contemporary,TRUE,199x76x195
Compact Plywood Desk Model 2463,Desk,Plywood,Walnut Finish,Minimalist,FALSE,117x94x105
Marble Bookshelf Model 2929,Bookshelf,Marble,Brown,Mid-Century,TRUE,130x59x138
Classic Teak Sofa Model 9680,Sofa,Teak,Cream,Bohemian,TRUE,45x61x97
Vintage Marble Dining Table Model 3346,Dining Table,Marble,Walnut Finish,Mid-Century,TRUE,134x95x171
Wicker Desk Model 1077,Desk,Wicker,Cream,Japanese,TRUE,53x157x50
Pine Recliner Model 3120,Recliner,Pine,Espresso,Modern,FALSE,113x119x132
Wood Coffee Table Model 4267,Coffee Table,Wood,Natural,Contemporary,TRUE,92x145x58
Plywood Table Model 4707,Table,Plywood,Natural,Industrial,FALSE,89x43x36
Classic Bamboo Coffee Table Model 3736,Coffee Table,Bamboo,Yellow,Rustic,FALSE,84x126x196
Leather Bench Model 6615,Bench,Leather,Walnut Finish,Scandinavian,FALSE,101x58x52
Classic Wood Coffee Table Model 3149,Coffee Table,Wood,Gray,Industrial,TRUE,41x103x192
Leather Chair Model 9761,Chair,Leather,Walnut Finish,Rustic,TRUE,179x37x177
Wood Table Model 7828,Table,Wood,Mahogany,Modern,TRUE,150x74x131
Glass Cabinet Model 5933,Cabinet,Glass,Mahogany,Japanese,TRUE,179x143x79
Leather Cabinet Model 9381,Cabinet,Leather,Oak Finish,Modern,TRUE,82x39x37
Glass Recliner Model 5308,Recliner,Glass,Yellow,Industrial,TRUE,101x190x114
Aluminum Wardrobe Model 9132,Wardrobe,Aluminum,Natural,Contemporary,FALSE,94x70x10
Modern Plywood Table Model 9095,Table,Plywood,Black,Modern,TRUE,195x195x35
Classic Plywood Bookshelf Model 5850,Bookshelf,Plywood,Gray,Mid-Century,TRUE,54x20x84
Pine Nightstand Model 7979,Nightstand,Pine,Cream,Minimalist,TRUE,21x12x45
Wicker Desk Model 5395,Desk,Wicker,Blue,Mid-Century,TRUE,105x97x56
Leather Sofa Model 5453,Sofa,Leather,Green,Mid-Century,FALSE,117x176x52
Extendable Aluminum Sofa Model 3611,Sofa,Aluminum,Mahogany,Japanese,FALSE,155x183x122
Marble Desk Model 1472,Desk,Marble,Green,Minimalist,TRUE,133x134x38
Fabric Dining Table Model 5286,Dining Table,Fabric,Natural,Modern,TRUE,190x183x144
Plywood Dresser Model 9504,Dresser,Plywood,Oak Finish,Minimalist,TRUE,120x179x196
Fabric Dresser Model 3435,Dresser,Fabric,Blue,Bohemian,TRUE,12x174x50
Teak Recliner Model 2226,Recliner,Teak,Red,Scandinavian,FALSE,71x94x81
Bamboo Chair Model 7203,Chair,Bamboo,Gray,Contemporary,TRUE,30x127x123
Slim Steel Armchair Model 8324,Armchair,Steel,Oak Finish,Mid-Century,TRUE,36x113x115
Bamboo Chair Model 2489,Chair,Bamboo,Beige,Japanese,FALSE,140x153x62
Wicker Armchair Model 4652,Armchair,Wicker,Blue,Japanese,FALSE,153x168x163
Compact Oak Recliner Model 8414,Recliner,Oak,Cream,Minimalist,TRUE,97x100x172
Vintage Bamboo Wardrobe Model 2741,Wardrobe,Bamboo,Beige,Minimalist,FALSE,45x193x200
Premium Steel Dining Table Model 4209,Dining Table,Steel,Brown,Traditional,TRUE,127x58x193
Steel Bench Model 1761,Bench,Steel,Espresso,Bohemian,TRUE,125x127x178
Fabric Cabinet Model 1795,Cabinet,Fabric,Natural,Contemporary,FALSE,159x133x140
Extendable Oak Desk Model 3103,Desk,Oak,Yellow,Scandinavian,FALSE,139x108x117
Plastic Dresser Model 5819,Dresser,Plastic,Green,Minimalist,TRUE,45x115x164
Teak Wardrobe Model 6143,Wardrobe,Teak,Mahogany,Contemporary,TRUE,61x63x169
Plywood Wardrobe Model 3913,Wardrobe,Plywood,Blue,Scandinavian,FALSE,191x39x100
Premium Marble Recliner Model 9747,Recliner,Marble,Yellow,Bohemian,TRUE,143x37x16
Vintage Aluminum Coffee Table Model 4275,Coffee Table,Aluminum,Natural,Japanese,FALSE,184x74x47
Oak Chair Model 4342,Chair,Oak,Espresso,Rustic,TRUE,101x125x36
Deluxe Oak Dresser Model 7371,Dresser,Oak,Cream,Contemporary,TRUE,107x109x116
Slim Bamboo Bench Model 5117,Bench,Bamboo,Natural,Japanese,TRUE,172x190x191
Pine Nightstand Model 4218,Nightstand,Pine,Yellow,Contemporary,TRUE,85x124x55
Aluminum Bed Model 2955,Bed,Aluminum,White,Contemporary,FALSE,81x152x77
Vintage Aluminum Cabinet Model 1092,Cabinet,Aluminum,Yellow,Rustic,TRUE,49x92x162
Pine Chair Model 5934,Chair,Pine,Walnut Finish,Traditional,FALSE,28x191x91
Corner Aluminum Dresser Model 9276,Dresser,Aluminum,Beige,Modern,FALSE,33x99x66
Extendable Plywood Stool Model 6911,Stool,Plywood,Blue,Minimalist,FALSE,153x176x12
Plywood Sofa Model 4937,Sofa,Plywood,Blue,Mid-Century,TRUE,20x184x92
Deluxe Walnut Coffee Table Model 7322,Coffee Table,Walnut,Espresso,Modern,TRUE,142x105x141
Modern Fabric Armchair Model 4154,Armchair,Fabric,Natural,Rustic,TRUE,52x147x146
Plywood Table Model 4492,Table,Plywood,Black,Industrial,FALSE,36x62x147
Eco Plywood Dining Table Model 3519,Dining Table,Plywood,Oak Finish,Modern,TRUE,32x28x23
Pine Desk Model 2154,Desk,Pine,Brown,Contemporary,TRUE,76x114x109
Modern Plywood Armchair Model 6183,Armchair,Plywood,Green,Bohemian,TRUE,174x194x168
Pine Bed Model 1745,Bed,Pine,Mahogany,Traditional,TRUE,101x138x37
Slim Pine Wardrobe Model 2417,Wardrobe,Pine,Cream,Rustic,FALSE,111x179x17
Aluminum Recliner Model 3234,Recliner,Aluminum,Beige,Industrial,FALSE,172x46x86
Classic Wood Nightstand Model 3316,Nightstand,Wood,Beige,Contemporary,FALSE,147x150x31
Glass Wardrobe Model 4469,Wardrobe,Glass,Mahogany,Minimalist,TRUE,51x57x66
Glass Bookshelf Model 1891,Bookshelf,Glass,Black,Scandinavian,FALSE,175x150x28
Extendable Plywood Wardrobe Model 2608,Wardrobe,Plywood,Black,Rustic,FALSE,94x101x42
Steel Dresser Model 2143,Dresser,Steel,Brown,Traditional,FALSE,134x125x94
Oak Wardrobe Model 6971,Wardrobe,Oak,Yellow,Scandinavian,FALSE,53x11x90
Pine Dresser Model 5533,Dresser,Pine,Gray,Bohemian,TRUE,183x197x94
Fabric Recliner Model 6004,Recliner,Fabric,Red,Minimalist,TRUE,54x175x165
Modern Teak Bed Model 9824,Bed,Teak,Brown,Scandinavian,TRUE,14x139x171
Teak Table Model 7637,Table,Teak,Yellow,Traditional,TRUE,19x151x76
Plywood Recliner Model 6993,Recliner,Plywood,Espresso,Scandinavian,FALSE,44x128x138
Leather Bed Model 1173,Bed,Leather,Blue,Contemporary,TRUE,141x45x124
Aluminum Desk Model 3395,Desk,Aluminum,Yellow,Traditional,FALSE,101x20x66
Compact Glass Recliner Model 7052,Recliner,Glass,Black,Rustic,FALSE,109x130x126
Wood Chair Model 2691,Chair,Wood,Cream,Minimalist,FALSE,199x77x158
Leather Desk Model 6985,Desk,Leather,Cream,Bohemian,TRUE,142x74x106
Bamboo Dresser Model 6653,Dresser,Bamboo,Green,Minimalist,FALSE,164x11x138
Fabric Cabinet Model 2263,Cabinet,Fabric,White,Industrial,FALSE,64x48x57
Wicker Desk Model 4773,Desk,Wicker,Yellow,Modern,FALSE,194x39x133
Fabric Recliner Model 3641,Recliner,Fabric,Gray,Traditional,FALSE,15x72x21
Marble Cabinet Model 3207,Cabinet,Marble,Yellow,Scandinavian,TRUE,156x47x24
Plastic Desk Model 9464,Desk,Plastic,Walnut Finish,Scandinavian,TRUE,194x196x179
Steel Wardrobe Model 8723,Wardrobe,Steel,Gray,Mid-Century,TRUE,66x115x163
Eco Pine Cabinet Model 9369,Cabinet,Pine,Yellow,Scandinavian,FALSE,162x161x27
Corner Leather Dresser Model 2778,Dresser,Leather,Green,Scandinavian,FALSE,48x165x34
Fabric Desk Model 1639,Desk,Fabric,Walnut Finish,Traditional,TRUE,33x133x178
Walnut Cabinet Model 1019,Cabinet,Walnut,Yellow,Contemporary,FALSE,143x117x104
Oak Chair Model 4759,Chair,Oak,Beige,Bohemian,FALSE,107x99x160
Leather Sofa Model 8817,Sofa,Leather,White,Rustic,TRUE,82x163x149
Plastic Dining Table Model 1116,Dining Table,Plastic,Gray,Japanese,TRUE,143x11x106
Oak Stool Model 7698,Stool,Oak,Espresso,Minimalist,TRUE,119x176x159
Plastic Bookshelf Model 7939,Bookshelf,Plastic,Oak Finish,Contemporary,FALSE,184x111x62
Corner Bamboo Dining Table Model 8904,Dining Table,Bamboo,Espresso,Contemporary,FALSE,74x88x157
Pine Nightstand Model 3262,Nightstand,Pine,Mahogany,Bohemian,TRUE,68x124x189
Steel Desk Model 7562,Desk,Steel,Gray,Contemporary,TRUE,51x109x172
Pine Table Model 8727,Table,Pine,Black,Scandinavian,FALSE,32x26x77
Wicker Dresser Model 1618,Dresser,Wicker,Black,Traditional,FALSE,167x177x143
Oak Wardrobe Model 3871,Wardrobe,Oak,Yellow,Japanese,FALSE,12x61x178
Glass Wardrobe Model 9364,Wardrobe,Glass,Natural,Traditional,TRUE,167x53x182
Deluxe Wicker Chair Model 3579,Chair,Wicker,Gray,Japanese,FALSE,100x181x111
Marble Coffee Table Model 1251,Coffee Table,Marble,Gray,Contemporary,TRUE,33x150x82
Wicker Nightstand Model 4707,Nightstand,Wicker,Oak Finish,Rustic,TRUE,126x113x157
Modern Plastic Table Model 9294,Table,Plastic,White,Bohemian,FALSE,97x39x141
Walnut Bookshelf Model 5098,Bookshelf,Walnut,Beige,Traditional,FALSE,154x133x72
Pine Bench Model 1448,Bench,Pine,Red,Mid-Century,FALSE,27x107x172
Plywood Dresser Model 6172,Dresser,Plywood,Mahogany,Industrial,FALSE,142x147x12
Glass Bookshelf Model 7536,Bookshelf,Glass,Brown,Modern,FALSE,29x151x55
Compact Wicker Recliner Model 5408,Recliner,Wicker,Blue,Industrial,FALSE,198x61x70
Compact Teak Dresser Model 4755,Dresser,Teak,Brown,Industrial,FALSE,49x37x40
Plywood Bed Model 1108,Bed,Plywood,Cream,Mid-Century,TRUE,133x105x168
Fabric Bench Model 5501,Bench,Fabric,Walnut Finish,Traditional,FALSE,111x66x157
Wood Cabinet Model 8836,Cabinet,Wood,Beige,Bohemian,TRUE,138x98x110
Classic Fabric Desk Model 8537,Desk,Fabric,Black,Contemporary,TRUE,182x63x107
Deluxe Wicker Sofa Model 5254,Sofa,Wicker,Blue,Traditional,TRUE,78x130x166
Eco Wicker Bench Model 7945,Bench,Wicker,White,Mid-Century,FALSE,112x81x125
Marble Desk Model 4744,Desk,Marble,White,Traditional,FALSE,70x152x120
Glass Coffee Table Model 8749,Coffee Table,Glass,White,Scandinavian,TRUE,117x137x44
Pine Bench Model 5111,Bench,Pine,Red,Rustic,TRUE,111x35x186
Wood Desk Model 8807,Desk,Wood,Gray,Rustic,TRUE,125x200x95
Premium Wicker Bookshelf Model 5222,Bookshelf,Wicker,Blue,Contemporary,TRUE,99x183x165
Marble Stool Model 3859,Stool,Marble,Yellow,Contemporary,FALSE,100x93x182
Pine Recliner Model 2284,Recliner,Pine,Mahogany,Mid-Century,FALSE,128x171x47
Plywood Desk Model 7911,Desk,Plywood,Espresso,Minimalist,FALSE,28x30x51
Glass Bench Model 5773,Bench,Glass,Blue,Minimalist,FALSE,79x123x102
Compact Leather Armchair Model 1378,Armchair,Leather,White,Scandinavian,FALSE,200x189x30
Slim Aluminum Stool Model 2565,Stool,Aluminum,Green,Modern,TRUE,16x111x144
Premium Steel Bed Model 3544,Bed,Steel,Brown,Traditional,FALSE,68x73x198
Fabric Wardrobe Model 3150,Wardrobe,Fabric,Cream,Scandinavian,TRUE,17x18x179
Teak Nightstand Model 8801,Nightstand,Teak,Walnut Finish,Minimalist,FALSE,150x123x44
Marble Desk Model 8126,Desk,Marble,Yellow,Mid-Century,FALSE,98x133x148
Pine Dresser Model 6044,Dresser,Pine,Black,Mid-Century,FALSE,49x87x12
Corner Bamboo Table Model 6634,Table,Bamboo,Oak Finish,Scandinavian,TRUE,186x135x132
Wood Wardrobe Model 5799,Wardrobe,Wood,Espresso,Bohemian,TRUE,150x105x58
Premium Walnut Dining Table Model 7467,Dining Table,Walnut,Beige,Bohemian,FALSE,66x77x30
Corner Plywood Dining Table Model 5454,Dining Table,Plywood,Gray,Contemporary,FALSE,115x58x27
Aluminum Desk Model 8460,Desk,Aluminum,Brown,Modern,FALSE,189x169x135
Wicker Stool Model 1813,Stool,Wicker,Natural,Scandinavian,TRUE,57x36x82
Vintage Aluminum Bookshelf Model 1134,Bookshelf,Aluminum,Mahogany,Mid-Century,TRUE,136x65x97
Plastic Dining Table Model 7084,Dining Table,Plastic,Espresso,Mid-Century,TRUE,94x30x47
Plastic Chair Model 2169,Chair,Plastic,Espresso,Bohemian,TRUE,59x74x107
Steel Table Model 7304,Table,Steel,Espresso,Industrial,FALSE,73x198x18
Fabric Stool Model 9538,Stool,Fabric,Mahogany,Modern,TRUE,131x109x184
Walnut Wardrobe Model 1691,Wardrobe,Walnut,Blue,Scandinavian,TRUE,74x133x173
Glass Wardrobe Model 4568,Wardrobe,Glass,Blue,Japanese,TRUE,172x121x93
Aluminum Table Model 2960,Table,Aluminum,Espresso,Rustic,TRUE,12x20x158
Oak Recliner Model 7084,Recliner,Oak,Yellow,Scandinavian,TRUE,50x137x33
Walnut Bench Model 1979,Bench,Walnut,Espresso,Japanese,TRUE,189x147x37
Fabric Cabinet Model 6690,Cabinet,Fabric,Gray,Minimalist,FALSE,197x59x15
Wicker Coffee Table Model 5107,Coffee Table,Wicker,Mahogany,Scandinavian,FALSE,190x122x153
Bamboo Wardrobe Model 4109,Wardrobe,Bamboo,Mahogany,Mid-Century,FALSE,92x197x129
Vintage Teak Bookshelf Model 3627,Bookshelf,Teak,Oak Finish,Traditional,FALSE,85x77x148
Fabric Nightstand Model 7210,Nightstand,Fabric,Natural,Contemporary,TRUE,168x103x168
Wicker Dresser Model 9830,Dresser,Wicker,Mahogany,Modern,TRUE,144x184x137
Marble Cabinet Model 7714,Cabinet,Marble,Brown,Minimalist,TRUE,34x143x178
Wood Bed Model 3926,Bed,Wood,Oak Finish,Scandinavian,TRUE,37x134x59
Wood Sofa Model 9026,Sofa,Wood,Yellow,Bohemian,FALSE,22x103x66
Wood Bed Model 9051,Bed,Wood,Walnut Finish,Industrial,TRUE,129x173x25
Bamboo Nightstand Model 7046,Nightstand,Bamboo,Mahogany,Bohemian,TRUE,167x78x145
Oak Chair Model 2276,Chair,Oak,Black,Rustic,TRUE,35x195x69
Glass Coffee Table Model 5075,Coffee Table,Glass,Gray,Contemporary,TRUE,152x152x116
Pine Sofa Model 6864,Sofa,Pine,Cream,Traditional,FALSE,36x52x56
Bamboo Coffee Table Model 9747,Coffee Table,Bamboo,Blue,Scandinavian,FALSE,100x90x150
Teak Bench Model 8054,Bench,Teak,Blue,Bohemian,FALSE,165x71x154
Leather Stool Model 5162,Stool,Leather,Espresso,Contemporary,FALSE,124x111x10
Deluxe Plastic Chair Model 9480,Chair,Plastic,Yellow,Japanese,TRUE,86x66x64
Wood Bench Model 9376,Bench,Wood,Espresso,Rustic,TRUE,34x19x127
Aluminum Nightstand Model 7014,Nightstand,Aluminum,White,Rustic,TRUE,69x75x86
Marble Bed Model 4562,Bed,Marble,Green,Traditional,FALSE,133x54x134
Marble Sofa Model 1612,Sofa,Marble,Cream,Rustic,FALSE,30x24x95
Walnut Nightstand Model 7824,Nightstand,Walnut,Oak Finish,Bohemian,TRUE,68x177x164
Classic Plywood Table Model 1886,Table,Plywood,Espresso,Bohemian,FALSE,148x154x48
Premium Bamboo Bench Model 3509,Bench,Bamboo,Mahogany,Industrial,FALSE,162x157x139
Eco Glass Bed Model 7460,Bed,Glass,Green,Rustic,TRUE,131x156x200
Bamboo Chair Model 2393,Chair,Bamboo,Green,Rustic,FALSE,188x43x44
Bamboo Recliner Model 7476,Recliner,Bamboo,Gray,Mid-Century,TRUE,153x167x198
Extendable Glass Dresser Model 8046,Dresser,Glass,Black,Rustic,TRUE,38x181x115
Classic Wicker Dining Table Model 6254,Dining Table,Wicker,Blue,Industrial,FALSE,53x99x167
Marble Armchair Model 1735,Armchair,Marble,White,Mid-Century,TRUE,61x185x105
Pine Cabinet Model 2841,Cabinet,Pine,Mahogany,Modern,TRUE,168x47x83
Wicker Table Model 5999,Table,Wicker,Mahogany,Modern,TRUE,94x63x199
Glass Stool Model 5237,Stool,Glass,Beige,Contemporary,TRUE,187x188x181
